review,label
"After reading several comments, I felt I had to add in my two cents as well. ""Sorrow Lost"" is one of the most memorable shorts I think I have ever seen. I had gotten the chance to see this at the New York Independent Film Festival. I felt that this movie was incredibly beautiful and emotional. The story was beautifully complex - especially for such a short amount of time. The story is focused on a young girl who is victimized by her abusive father. She is soon given the choice to ""stop"" him by a demon played by ""Witchblade's Eric Etebari."" Having watched the show, I was amazingly impressed with how he played such unique and different character. I never knew he could act so well! His character was deeply complex and he was very persuasive. The acting was absolutely superb by him. The girl's was okay and the father's was decent. There is also death in this who follows the girl around until she is able to escape from her future. The effects and cinematography were absolutely mind blowing. I wonder if they had at least a hundred thousand budget for this. It is rare you get to see such a high quality short. The opening was absolutely breathtaking comparable with any major feature film. This isn't to say that it's not without its flaws - I thought it took a little to get going and the intro was a little long. But this stuck in my head days after watching it. There are very few shorts with this level of quality.",1
"For reasons I cannot begin to fathom, Dr. Lorenzo Cameron (George Zucco) begins injecting wolf's blood into his dim-witted handyman, Petro (Glenn Strange). The result Â? Petro is transformed into a hideous (as hideous as someone with a bad wig and pointy teeth can be) killer beast. Dr. Cameron uses Petro to get his revenge against those in the scientific community who scoffed at and ridiculed his ideas (and why wouldn't they, Dr. Cameron's nuttier than a fruitcake).<br /><br />Overall, The Mad Monster is one dull and poorly made Poverty Row thriller. There's really only one positive I can come up with to write about in The Mad Monster. George Zucco can be fun to watch as he plays the mad scientist about as well as anyone. His Dr. Cameron is a regular loony. He has no qualms about killing; he has entire conversations with people who aren't there; and, as with most mad scientists, he messes in ""God's domain"" (actually, I'm not sure anyone accuses him of this, but it fits). But beyond Zucco, there's nothing here to recommend. Everything else from the monster effects to the supporting cast to the music is plain old bad. There are far better examples of Poverty Row horror from the 1940s than The Mad Monster.",0
"An under-appreciated, unseen gem. Estevez does a remarkable job of illustrating in poignant, heartbreaking fashion, the tension that arises between a son who's been to hell and back, and his parents, who can't begin to understand the emotional scarring left behind. It's not unlike Born on the Fourth of July, in that it deals with a soldiers' emotional and mental breakdown after serving in Vietnam, but while that one focused more on the politics of post-Vietnam (anti-war speeches, etc.), this one deals with a much more personal topic: Family. One man's struggle to return to normalcy after a life-altering experience, and his parents' failure to see the change that has occurred.<br /><br />Estevez delivers a smoldering performance as Jeremy Collier. You can sense the pain and frustration bubbling beneath surface. There to match him inch for inch is his real-life father, Martin Sheen. It's a trip watching these two act off of each other, as you get the sense that they're constantly trying to one-up one another. It's like the presence of each other inspired the pair to do their best, and their performances triumph because of it.<br /><br />Recommended to anyone who appreciates solid acting, writing and directing. And to any Vietnam war buff. <br /><br />****/***** (8/10)",1
"Oh dear. I was so disappointed that this movie was just a rip-off of Japan's Ringu. Well, I guess the U.S. made their version of it as well, but at least it was an outright remake. So, so sad. I very much enjoy watching Filipino movies and know some great things can come out of such a little country, so I can't believe this had to happen. Claudine and Kris are such big names there, surprised they would be affiliated with plagiarism. To any aspiring movie makers out there in the Philippines: You do not have to stoop this low to make money. There are many movie buffs that are watching the movies Filipinos put out and enjoying them!",0
"This film was a big disappointment.<br /><br />I take the opposite view of the critics. This is not a case of the material not being up to the level of the actors; here the actors (Bette Davis and James Cagney) are simply not up to the level of the material. Clark Gable and Claudette Colbert were every bit as big as Davis and Cagney, and look how It Happened One Night turned out - an all-time classic. With a very similar story, Davis proves that she has no talent for comedy (good thing for her that this is just about the only comedy she ever attempted!) Davis' one-note performance oozes petulance, but none of the nuances of Colbert's acting in It Happened One Night. Cagney, who was a great comedy actor, just seems out-of-sync with his costar, Davis. The script provides some decent lines and gags, but the delivery seems better suited to drama than comedy.<br /><br />Part of the problem is the soundtrack, which, like the delivery of Davis and Cagney, seems more suitable to a light drama than a comedy.<br /><br />Jack Carson, who played similar roles throughout his career, has more capably handled very similar material. In a fairly typical supporting role Eugene Palette delivers a respectable performance. In a slightly different role as an old west relic, Harry Davenport, is very good. But in one of his poorest performances, William Frawley is quite irritating. His character's constant references to fictional cops are a poor effort at irony. <br /><br />I really love every one of these performers, and it is a shame that, as an ensemble they achieve no more chemistry and no better result than The Bride Came C.O.D.",0
"OK, lets get one thing straight, i love dinosaur movies, even the bad ones. So with this in mind lets proceed. ""Raptor"" is a truly awful film, in fact its not even a film in its own right as it is cobbled together from bits of ""Carnosaur"", ""Carnosaur 2"" & ""Primal Species - Carnosaur 3"". There is some new footage with Eric Roberts as a sheriff and his busty sidekick running around looking confused, frightened or whatever it is there trying to convey (badly) on the emotional scale but then how can they react to something that was filmed several years earlier. The producers (yes Roger Corman i'm talking about you!) even went to the lengths of hiring 2 people from ""Carnosaur"" to play bit parts so there grisly death scenes can be reused! So this film is the cheapest of the cheap. Watch the 3 original movies, there no Oscar winners but they have some meritt and entertainment value but avoid ""Raptor"". Oh, it also has the most pointless sex scene that runs for nearly 10 minutes! Do you think they were trying to pad out the running time?",0
"Victor McLaglen's performance is one of the finest in film history.<br /><br />I think we can all feel for ""Gypo"" because we've all struggled with what is right and what isn't and been wrong. This was one of the first art-house pictures to be released by a major American movie studio (RKO Radio Pictures).<br /><br />Joseph H. August's cinematography is at its very best here. However, August's stunning portion was mostly overlooked; he didn't receive the Oscar nomination he rightly deserved.<br /><br />This is a psychological drama, with thought, philosophy, sadness, all conveyed with as little words as possible.",1
"SPOILERS. Like other posters, I felt that the ending was a bit abrupt. I would have liked to have seen the crew adjusting to life back on earth after their return. I suppose the writers anticipated this problem by ""front loading"" some Voyager on earth sequences at the beginning of the episode. (Of course, that time line has been eradicated, so it's all moot.) I did like how Admiral Janeway died for the Voyager crew. As fans, we get to have our cake and eat it to, by having Janeway both make the ultimate sacrifice and live on. I admit that the scenes of Janeway and her older self having conversations was bizarre and so easily could have crossed the line into camp. Fortunately, Mulgrew(s) pulled it off.",1
"4 Oscar winners, Karl Malden, Sally Field, Shirley Jones, Michael Caine. Great character actors Telly Savalas and Peter Boyle. 1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of GOOD LORD, WHAT WERE THEY THINKING?<br /><br />Irwin Allen was just trying to cash in on the popularity of the original classic disaster film with a grade D minus script, the actors were obviously just in it for the paycheck as well,... the horror, the horror!<br /><br />How insane are the characters that Caine, Savalas, Malden and Field are playing? Go into a potentially deadly sinking ship that's 1. on fire 2. Hot from steam 3. Slippery from water and oil, 4. boilers that are exploding every 5 minutes, etc., all for the love of money? Greed? 5. They have very little equipment, not even a pair of gloves or work boots in sight, much less a grappling hook, rope, etc.<br /><br />Stupidity!<br /><br />What were they thinking?<br /><br />Peter Boyle overacts so much that I just wanted to smack him! Stop it! And what's the deal with the bad toupee? Also, there is no way you can believe his character was a WW2 veteran.<br /><br />Caine, Field and Malden find all that gold and money and they are happy--whoopee! We're rich! (We may not live to spend it, but hey...)<br /><br />And yee haw, it's the great character actor Slim Pickens!<br /><br />Survivors galore! Jack Warden and Shirley Knight, too!<br /><br />The final dramatic sub plot about that scary plutonium never really went anywhere, it's like they forgot, sort of? Lots of holes in the script.<br /><br />This film has an illness that the strongest pill couldn't cure. I'm surprised Alan J. Smithee's name wasn't on the script, I'd be embarrassed to have penned this one!<br /><br />Oh the insanity, Oh The humanity! Oy Vey!<br /><br />The Horror, The Horror!<br /><br />It's like a bad two hour TV movie.<br /><br />At least the sets were made from recycled material from the first movie.<br /><br />The script needed to be on the compost heap...",0
"I saw UZUMAKI about a year ago and was mesmerized. The only Japanese horror film I had seen before this one was KWAIDAN (Which I proudly own on DVD, by the way), superb! The idea of a town being absorbed by spirals sounds exactly like something out of Lovecraft. Certainly it reminds one of SHADOW OVER INNSMOUTH, of the inhabitants slowly turning into monstrosities (in this case giant snails). And who can forget the washing machine sequence? I hope we will soon see this one available on Region 1 DVD (I see that Sundance has recently screened it on US TV, hopefully they'll do it again very soon) so that we can all see it. HIGHLY RECOMMENDED!!!!!",1
"Although it strays away from the book a little, you can't help but love the atmospheric music and settings.<br /><br />The scenes in Bath are just how they should be. Although if you have watched it as many times as I have you notice that the background people are the same in each scene, but that aside, I like the scene where they are in the Hot Baths, but did the men and women really bathe together like that? You could see all the men perched around the outside leering at the women. It also seemed strange that they all had their hats on, but perhaps this was the style at the time. The ballroom scenes were very nice, the dancing and the outfits looked beautiful. I especially liked Catherine's dress in the first ballroom scene.<br /><br />Northanger Abbey looked suitably imposing, but I enjoyed the Bath scenes better.<br /><br />Schlesinger gives a good but not exceptional performance as Catherine Morland. Googie Withers gives the best performance as Mrs Allen I feel.<br /><br />Ugh Peter Firth as Mr Tilney, he just talks a load of rubbish, and is not a clergyman as he should be, it's hard to think of him being in love with Catherine, but then the book never really gave that impression either.<br /><br />General Tilney is played reasonably well by Hardy, and Stuart also gives a sort of good performance as Isabella. Ingrid Lacey did not give a good performance as Elinor Tilney. As for John Thorpe, well he gives the impression of a seedy and lustful man, perhaps not the character portrayed in the book, but I quite like it.<br /><br />I can handle scenes being cut from a book adaptation, but when new scenes and characters are added it usually annoys me. The marchioness! I hate her. She is not part of the Northanger story and neither is her cartwheeling page boy.<br /><br />some of the script is peculiar. When Catherine is asking Elinor Tilney about her Mothers death she asks ""I suppose you saw the body? How did it appear?"" What a silly thing to say! Elinor's calm response is stupid too.<br /><br />anyway please tell me if you agree or disagree with me",1
"This movie was so predictable. Its a complete rip off of those, ""I was abused by daddy I'm gonna kill women"" movies. Stupid scenes, bad acting, unoriginal storyline, really low budget piece of crap film.<br /><br />Don't waste your time people. Trust me.<br /><br />My rating: 0/5.0",0
"If I could give this movie a negative rating I would. The humor is the cruelest I have ever seen in a film. Horrible things happen to good people and people who have already suffered horribly through no fault of their own. There are 2 plots, neither of which supports half of a film. Where is the ""depth"" others see in this movie? That no good deed goes unpunished? That only the heartless can succeed? The film does start well and the black and white is very moody and well done. The acting is very good and convincing witch makes the cruel humor even more horrifying. If you think that the 3 Stooges are too nice to each other, if watching the beheading of a kidnap victim with a Bowie knife is a real thigh slapper, if you thought ""Schindler's List"" was hilarious, then this movie is for you.",0
"This film was the most longest film and the record breaking film for sure It had 30 actors After JAANI DUSHMAN(2002) i guess no one had the guts to do something like that<br /><br />The film as the title suggests is based on the Kargil war but the problem is there are too many characters and the romantic subplots and the songs of many characters are boring<br /><br />Even there are too many cinematic liberties like killing people with knifes, wonder which soldier does that?<br /><br />Direction by JP Dutta pales front of BORDER Music is okay<br /><br />Amongst the huge cast Ajay Devgan stands tall, Saif is very good in his part and also it's his first film with kareena, Abhishek is likable Manoj Bajpai has his moments Sanju is wasted, Suneil is okay Akshaye Khanna does his part well rest are passable Rani is good, Esha is okay rest are passable",0
"In complete contrast to the opinions of the other review, this film actually was surprisingly good! I reluctantly went to see it and expected to be bored by clichÃ©s, obvious jokes and overacting, all of which the trailer had promised.<br /><br />However, after 5 minutes in I found myself genuinely laughing and enjoying the refreshing acting. With only one 'toilet humour' gag, Over Her Dead Body manages to actually come up with realistically funny scenarios and, without spoiling anything too much, some of the moments involving animals are hilarious.<br /><br />The staple ingredients of a good film are all there; script, director and actors and compared some other recent attempts at romantic comedy, this film stands tall.<br /><br />Sure, you aren't going to learn anything or have a spiritual awakening, but if you go with an open mind you will more than likely have a good time!",1
This movie has some of the worst acting that I have ever seen! Some scenes are original such as the nails coming through the floor. This nail trap catches these bad guys. The rest of the movie degrades as you go. I can't believe that this movie is not even in the bottom 100 movies of all time. I also can't believe that there are sequels! The next crap movie that I want to watch is R.O.T.O.R. Could R.O.T.O.R really be much worse than this?<br /><br />,0
"This movie was an excellent acted, excellent directed and overall had an excellent story. Ive had real life experiance with a boy like 'Radio'. At the football program in my town, weve had a mentally challenged boy every year practice, travel, and have fun with the football team. This movie is really true and i can identify with it 100%. A boy like 'Radio' just needs to feel like they belong to something; they need to feel like their life is worth living. Thats how 'Radio' feels and thats why that type of program is set up at my high school. This is a very touching movie that im glad has been brought to the big screen. My dad and I loved it and i will always remember this for being a movie that tells a riveting story of the goodness and kindness of man!",1
"""Heartland"" is a wonderful depiction of what it was really like to live on the frontier. The hard work and individual strength that were needed to survive the hardships of the climate and the lack of medical care are blended with the camaraderie and the interdependence of the settlers. The drama was especially meaningful because the story is based on the diaries of real people whose descendants still live there. It was also nice to see the west inhabited by real people. No one was glamorous or looked as if they had just spent a session with the makeup or costume department. Conchatta Ferrell is just wonderful. She is an example of the strong, persevering people who came to Wyoming in the early 20th century and let no hardship stand in their way of a new life in a new land.",1
"I enjoyed watching Cliffhanger, at the beginning when that woman (Sarah) was full of terror when she was slipping, i thought that was a terrifying scene as i would think that when you see that see, your nerves in your body get to you because it makes you get full of fright and your heart beats faster. I did like watching Cliffhanger, i think Silvestar Stallone is a great actor and i think he'll be known as playing Rambo and Rocky.",1
"You got it right! Bobby was Mike's imaginary friend through the whole movie, even at the beginning when on their way to California. His mother knew of Bobby and didn't discourage Mike leaning on Bobby since imaginary friends are common with young children.<br /><br />That's why they both got stomach aches at the same time. That's why the boys' were so close.<br /><br />At the end Mike was letting Bobby go. The ""King"" was arrested. Mike could go on without Bobby. It's also why Mike's mother didn't seem disturbed when Mike received the postcard (Mike had written & mailed) from Bobby the Ol' West tourist stop and the other postcards from all over the world. You noticed Mike's mother turned the first card over and looked at the postmark. What a great mom doing the best she could in the late sixties.<br /><br />A 9 out of 10 for me. Brought back memories...",1
"As you all may know, JIGSAW did not make its way to Blackbuster because of a member of Full Moon's own staff, Devin Hamilton. Devin is the one who sells to all of the video chains. He recently released a movie, BLEED, which he was selling to Blackbuster at the same time as JIGSAW. He convinced the Blackbuster buyer not to take any JIGSAW, and double the number of BLEED. The result is that JIGSAW looks like a flop, and BLEED looks like a hit. The major problem with that is that BLEED is one of the worst movies ever, and as we all know, JIGSAW is, well, gold. I urge all of you to go on to the BLEED page on the internet and vote for the movie that wronged JIGSAW, and all of your talents. Likewise, you should go to the JIGSAW page and cast high votes for it (if you already haven't). We need to get JIGSAW up to at least an 8 or 8.5, and BLEED down to around a 2 (thus putting it on the internet's 100 worst movie listing). Also, try to convince friends and family to do the same.<br /><br />Hope you all are doing well, - Matt",0
"While there is a lot to recommend about Maetel Legend both in concept and finished product, it's ultimately a poor film. Plot wise it's a retelling of Maetel's early life, which is usually unclear; at the same time the writers take the opportunity to tell the story of the Machine Empire. And since Leiji Matsumoto has trouble not including his other work we get a starting point for Emeraldas her sister, Her mother: the Queen of La Metalle and a bit of Galaxy Express 999 to flesh out the film.<br /><br />In short Maetel is a princess on the planet La Metalle, a planet with an irregular orbit, thus meaning its cycle around the nearest sun is reaching a cold stage and it's artificial Sun is dying. The Planet grows increasingly colder throughout the story, thus increasing the sense of doom. In order to protect her subjects and family the Queen decides that mechanisation is the only way to ensure survival of La Metalle's people. Enter Lord Hardgear, a robot / cyborg who provides the means for the job. Through the film, the characters are left to question mechanisation, will they still be human? Can Hardgear be trusted? Do souls and hearts remain? So for a fan of Matsumoto's work, there's lots to enjoy, questions to be answered, themes continued, except it's obvious that the film is meant to be an introduction, as well as a fan curiosity. The negatives, foremost the animation, while Galaxy Express 999, a TV series from over 20 years ago has shoddy mouth animation and at times sketchy character design, Maetel Legend has all the worst traits of modern animation and thus earns an air of respectability to Galaxy Express 999. The design is well detailed but unfortunately the animation has suffered leaving well drawn characters that 'slide', as in the backgrounds move or the camera zooms, a quick way of animating. However the few, yes few well animated scenes are re used over and over in dream sequences, repetition and in extra scenes. Anyone who's seem the film will wonder how many times Lord Hardgear can drink the same glass of wine.<br /><br />Next the story, While in concept everything sounds great, the finished product is in fact a series of conversations of plot which are repeated over and over to little effect, the number of times the characters encounter the same problems and learn the same things is practically insulting to the audience and the characters, which are seemingly much more articulate in former incarnations. Add to all of that some terrible character design, that seem lifeless, over exaggerated, and the audience is left with a movie so miss handled it might as well have been rewritten as a different film, at least the newcomers wouldn't be left baffled.<br /><br />And yet, it really has its moments, the ending at least is surprising. The plight of the citizens of La Metalle was quite affecting and rightly disturbing; I guess I find that whole man-machine theme distressing. It's hard know who to recommend Maetel Legend to, since it's not well animated, written or executed, plus confusing once Leiji Matsumoto's mandatory cross-referencing is introduced. However I can't help but brighten up when the magnificent entrance of Three-Nine occurs, now that's good cinema.<br /><br />1/5 stars out of 5, 2 if you're a fan.",0
"""Don't Change Your Husband"" is another soap opera comedy from Producer/Director Cecil B. De Mille. It is notable as the first of several films he made starring Gloria Swanson. I guess you could also call it a sequel of sorts to his ""Old Wives For New"" (1918).<br /><br />James (Elliot Dexter) and Leila (Swanson) Porter are a forty-ish couple where James has gone to seed and become slovenly and lazy. he has a penchant for smelly cigars and eating raw onions. He takes his wife for granted. Leila tries to get him to straighten out to no avail.<br /><br />One night at a dinner party at the Porters, Leila meets the dashing Schyler Van Sutphen (now there's a moniker), the playboy nephew of socialite Mrs. Huckney (Sylvia Ashton). She invites Leila to her home for the weekend to make James ""miss her"". Once there Schyler begins to put the moves on her, promising her pleasure, wealth and love, if she will leave her husband and go with him. The sequences involving Leila's imagining this promised new life are lavishly staged and forecast De Mille's epic costume drams later in his career.<br /><br />Leila, bored with her marriage and her disinterested husband, divorces James and marries the playboy. James ultimately realizes that he has lost the only thing that mattered to him and begins to mend his ways. He shaves off his mustache, works out, shuns onions and re-acquires some manners.<br /><br />Meanwhile, all is not rosy with Leila's new marriage. Schyler it seems likes to gamble and has taken up with the gold digging Nanette (aka Tootsie, or some such name) (Julia Faye). Schyler loses all of his money and steals Leila's diamond ring to cover his losses.<br /><br />One fateful day, Leila meets the ""new"" James and is taken by the changes in him. James drives her home and becomes aware of her situation and.................................................<br /><br />This film marked the beginning of Gloria Swanson's rise to super stardom in a career that would rival that of Mary Pickford. Barely 20 years of age, she had begun her career in Mack Sennett two reel comedies as a teen ager. Elliot Dexter was almost 50 at this time but he and Swanson make a good team, although it's hard to imagine anyone tiring of the lovely Miss Swanson as is the case in this film.<br /><br />Dexter and Sylvia Ashton had appeared in the similar ""Old Wives For New"" where the wife had gone to seed and the husband was wronged.<br /><br />Also in the cast are De Mille regulars Theodore Roberts as a bishop and Raymond Hatton as a gambler.",1
"Not much to say other than plenty of Wire-fu and supposed Sholin monks ego-tripping about Kung-fu and caricature Japanese plotting to take over China. All of this would not be so bad if not for the utterly fake Japanese sword fighting. If you watched a Samurai movie or two you can tell that the ""Japanese"" fighting in the movie is simply the same ""Kung-fu"" (Really circus acrobats) stunt men doing the same things except with a Japanese sword. However, there are a couple of fun moments such as when a Japanese woman Ninja tears off her clothes in mid-flight to disarm a monk and captures him with a fishing net. Storywise, there seems to be a bit of schizophrenia as far as whether the Japanese should be shown as completely despicable or if there could be exceptions. The ""Japanese"" protagonist is shown as largely honourable but not beyond unwarranted cruelty such as when he murders a sedated monk so that he may have his duel. Quite disappointing with a very silly ending. Does not for a moment evoke even the semblance of the idea of an epic battle.",0
"A movie about Vixen (Erica Gavin) who has a Mountie husband who she loves...but she loves sex too! In the course of the movie she gets multiple men in bed--including her husband AND brother! Also there's a (tame) lesbian sequence.<br /><br />This film put Russ Meyer on the map and was (I believe) the first critically acclaimed X rated film ever. It was a big hit when it came out. Unfortunately, it doesn't date well.<br /><br />It is well-directed and Erica Gavin is just great (whatever happened to her), and it was VERY colorful...but by today's standards it's extremely tame. I'm surprised it has an NC-17 rating now--there's no hardcore sex and it only has topless females and no male nudity at all. Also it's (sadly) pretty dull and the addition of politics at the end was confusing (and pretty silly). It is worth catching though to see what was considered very shocking in 1968. Purportedly I saw the cut version (which has an R rating) but I've heard only a few seconds here and there are missing. <br /><br />Meyer's next film ""Beyond the Valley of the Dolls"" is much better and dates VERY well. Catch that instead.",0
"I went to see this movie expecting a nice relaxing time in the theater with my younger sister. Instead, I had to really control myself in order to convince her that I was not scared. In many ways still a childrenÂ´s story, but with a screenplay that has a lot of potential. Could have been one of the scariest movies if planned for another audience.",1
"Good show, very entertaining. Good marshal arts acting. Good story plot. The entire main crew did a nice job from Robert Urich, to Chuck, Norris, Jennifer Tung, and especially a BIG hand to Judson Mills. An especially fine tribute to Robert Urich, in his latter days. A GREAT ! actor who will be truly missed.",1
"Having read all of Sarah Waters books i was eagerly looking forward to a BBC adaptation of Fingersmith. Especially since Tipping the Velvet had been done so well by old familiar Andrew Davies.<br /><br />I was not disappointed with the results, in fact i think this might be on a par with TTV; both romantic and entertaining. And not as so many ignorant people would have you believe, a pointless lesbian romp. Having been a fan of Elaine Cassidy's since seeing her guileless turn in Felicia's Journey i thought she embodied both hard deception and a growing fragility as Maud. Her transformation was believable and impressive to watch. I recognised Sally Hawkins as Zena Blake from Tipping the Velvet, a small role primarily so i didn't have as many expectations but she was astounding in the role of Sue Trinder. Her eyes were mesmerising conveying everything from rage to absolute despair. The two of them acting together, combining these talents made this drama unmissable. Of course Imelda Staunton was amazing as usual, she is unmistakably a national treasure and the supporting cast were all of a high standard. Even the direction from the fairly unknown Aisling Walsh used contrasting yet beautiful shades of blue for Briar and brown for London.<br /><br />However as much praise must be given to Ransley the script writer. To turn a 600 page book where every line is of the highest quality into a three hour extravaganza is a huge feat. He illuminated the main revelations at a steady pace whilst giving us plenty of back-story and character development at the same time. He has my full admiration.<br /><br />In conclusion, a brilliant adaptation where all involved gave 100% and making this one of the best BBC dramas i've seen.",1
"If it had not been for Christopher Guest's hilarious role, I would have stopped watching this movie after 20 minutes. The jokes were flat, the movie choppy and slow paced, certain characters were obnoxious and painful to watch, but Guest's character kept me laughing so I stuck with it.<br /><br />I do feel there are much better choices out there!",0
"I once thought that ""The Stoned Age"" was the worst film ever made... I was wrong. ""Hobgoblins"" surpassed it in every way I could imagine and a few I couldn't. In ""The Stoned Age"" I hated the characters. In ""Hobgoblins"" I hated the actors... and everyone else involved in creating this atrocity. I won't include a teaser to this film, I'm not that cruel. I couldn't subject innocent people such as yourselves to such torment. In fact, any discussion of plot pertaining to this film is senseless and demeaning. Words I would use to describe this film are as follows: insipid, asinine, and ingenuous.<br /><br />In conclusion, PLEASE don't watch this film. I beg of you, from one movie lover to another... no, from one human being to another, PLEASE. For the sake of your own sanity and intellect DO NOT WATCH IT. Destroy any copies you come across.",0
"There was a time when the Alien series was a success with even the third installment, Alien 3, showing promise under the guild of a fresh and young David Fincher. The first Predator was a box office hit mainly due to its story, ""in peak"" star Arnold Schwarzenegger and director John McTiernan (Die Hard). The films Alien, Aliens, Alien 3 and Predator were all highly successful and created massive followings among general film fans and science fiction fans alike. Arguably Predator 2 and Alien Resurrection should have signaled the end for both franchises, but studios were undeterred and saw the opportunity to pander to the rumours among fans and combine the two. Step in Paul W.S Anderson, Alien Vs Predator, and now the Brothers Strauss (visual effects graduates, not even directors or writers). The problem was that by allowing such profound and revolutionary creations of the Sci-Fi genre to fall into the hands of firstly a mediocre director and now directorial newbie's has led to nothing more than profanity, epitomised by incompetence. Upon witnessing Alien Vs Predator Requiem (AVPR) die-hard fans will feel sick to their stomachs that this series could have got any worse.<br /><br />One example of the cinematic deterioration of this franchise is in the opening scene and is likely to cause nausea among fans. The film begins with an Alien making its way onto the Predator ship, spurting from the predators chest, growing in to a full grown Predalien and bringing down the Predator craft (which now seems to have far less Predators on it than it did at the end of Alien Vs Predator) and all this occurs with the ship still in Earths atmosphere. Once the ship has crashed AVPR quickly resorts to cheap plot methods and basic narrative conventions, it makes no venture at utilizing any of the twists or subversions served up in the two original films. The wearisome plot progresses with tedious pace, punctuated only by the near rousing conflicts of Alien and Predator and when that runs the risk of boring us we are treated to either an alluring blonde in a bikini or rapid gunfire. AVPR is plagued by an endless array of continuity errors and plot holes with little or no narrative elucidation i.e. members of the public outwitting an elite military unit or the Predator not adhering to laws established in previous editions. This is a film that has a complete disregard for its predecessors, it breaks some of the most fundamental rules of a sequel and in doing so one gets the feeling that it is trying to set itself up as a stand alone feature. Independently the film has no heart, no conviction and no soul and with reference to the other films lacks even the most basic continuity. This is exemplified by the over arching narrative of the film as it undermines the basic premise of the first Alien. Because if the species had been encountered before then those in the first Alien film would have been more proficient and not so ill prepared when encountering them.<br /><br />On a cinematic note the film is close to being dire, I felt urged at some points to shine a torch at the screen, the lighting was so bad. Through utilizing such gloomy and dark effects the audience may feel as though they are being cheated out of some the action Â? which is ironically its purpose and also indicates the films lack of budget. As with all science fiction one scene normally surfaces as being the most memorable, in this instance it is probably the hospital impregnation scene as it ever so tenuously draws on the themes of the original Alien by literalizing it. The directing is poor, performances weak and the script rotten. AVPR is the product of a conveyor belt system of film-making in which ideas and techniques are assembled by ineffective people and then the finished product distributed among cinemas. This is personified by the absence of gory death scenes and drawn out blood battles because the certification will not allow it Â? a lower certification achieving a larger target audience. AVPR was purely a business venture and nothing more.",0
"I just sat in the theater bored as hell, i wanted to leave halfway through the movie. The plot is simple 4 Samoan guys wreck weddings. So They have to bring a dates in order to get into the wedding. Yawn.<br /><br />The thing that peeved me off the most was the so-called crude jokes... They were highly UNfunny, clichÃ©d and thrown in your face, to make you get into the already dull movie. The acting was below-average and i felt this movie just went on and on about nothing but a bunch of unfunny jokes and a predictable plot.<br /><br />All in all, one of the worse movies i've seen of 2006, unfunny, bad acting, just ugly.<br /><br />Well thank god a friend shouted me. <br /><br />Avoid.",0
"<br /><br />to make this short and sweet: i hope this movie will not be considered the seminal work for the ""gener-asian"" of american film making. the acting was sub-par, relying on stereotypes, raised voices, and exaggerated eye-buggery to convey its message. chris chan park does not delve very deep into the any of his characters, allowing them to remain caricatures of angry/frustrated/distant/uncommunicative asians. these depictions do not make characters mysteriously appealing; it makes them confusing and unsympathetic. i like to think that us asians are more complex than that.<br /><br />i came out of the movie unconvinced. unconvinced that these characters had a life long, blood-brother like connection with each other to go to the lengths they did to help their buddy out. unconvinced that the main character had anything beyond a superficial attraction to his girlfriend. unconvinced that hard working immigrant parents wouldn't pay for their son's college education. unconvinced that all of the characters were even necessary, i.e.: janet, who is put to bed in the back of the car and quickly forgotten.<br /><br />the story line, which i actually think had potential, was not allowed to come into its own for two reasons: 1) flat characters for whom i had no sympathy/affinity, 2) the plot is overshadowed by meaningless non-sequitur scenes, such as the seance/donut shop sequence with amy hill which was simply ridiculous and unnecessary.<br /><br />i commend park for his efforts, as i'm sure it took a lot of hard work to even produce the film, and i'll even give him the benefit of the doubt this time around as a rookie director/screenwriter, but i sincerely hope that next time around he'll go a little deeper. just because the film is one of the first of its kind about the korean american experience, doesn't mean it's automatically good.",0
"Audiences back in 1936 must have been stunned at what they were watching: a full-fledged, beautiful full-length Technicolor film. I can't say for sure, but this might have been the first one (3-strip). At any rate, it still looks beautiful over 70 years later on DVD. In fact, just how good it looks is amazing.<br /><br />Kudos for that have to go out to Director Richard Boleslowski, Director Of Photography Virgil Miller, Selznick International Pictures and, for the DVD - MGM Home Entertainment. All of them combined to give us one of the best-looking films of the classic-era age.<br /><br />I thought the story was so-so: excellent in the first half, stagnant in the second. It gave a nice message in the end, even though a lot of people might not have been happy with it. I can't say more without spoiling things.<br /><br />Marlene Dietrich never looked better, I don't believe, and certainly never played such a soft-hearted character (""Domini Enfilden""). Heart-throb Charles Boyer was the male star and Domini's object of affection, but some of the minor characters were the most interesting to me. People like Joseph Schildkraut as ""Batouch;"" John Carradine as ""The Sand Diviner;"" The most memorable, to me at least, was the dancer ""Irena,"" played by Tilly Losch. Wow, there is a face and a dance you won't soon forget! I've never seen anything like it in the thousands of films I've viewed. Just seeing her do her thing was worth the price of the DVD. Looking at her IMDb resume, she was only in four movies, but they were all well-known films.<br /><br />Basil Rathbone, the actor who really became famous for playing ""Sherlock Holmes,"" also is in here as is C. Aubrey Smith, another famous British actor of his day. Schildkraut, by the way, will be recognized by classic film buffs as the man who played the arrogant sales clerk in the big hit, ""The Shop Around The Corner,"" with Jimmy Stewart and Margaret Sullivan.<br /><br />The beautiful direction, photography and color, and Tilly's dance, are the things I'll remember best about this movie which is a lot of good and not-so-good things all rolled into one. Had the last half hour been better - although I admire the ending - I would have rated it even higher. It's definitely one film collectors want to add to their collection.",1
